Gene name,chr,start,end
OR14L1P,1,247617143,247622372
TRAPPC6B,14,39147811,39170532
OR14K1,1,247738615,247739559
AL451000.1,1,23670294,23680259
OR6F1,1,247711436,247716646
SBDSP1,7,72829425,72836701
AC073264.1,7,143532749,143533164
OR13G1,1,247670812,247679739
PAICSP5,7,143545186,143546735
CTAGE15,7,143571801,143574387
AC073264.2,7,143578907,143579072
TCAF1P1,7,143598039,143604839
SPDYE7P,7,72862757,72871581
SFRP4,7,37905932,38025695
PLSCR5-AS1,3,146589602,146590325
LINC02695,11,86192787,86193482
KIR3DL1,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54816470,54830813
RPS26P21,3,119298665,119299012
CACNA2D2,3,50362799,50504244
AC080112.4,17,40348049,40350539
KCNT2,1,196225779,196609225
RPL11,1,23691742,23696835
ARHGAP31,3,119294383,119420714
AC080112.5,17,40317698,40318676
AC004832.4,22,30421206,30421536
AC127521.1,17,4481966,4486353
GSTA11P,6,52847910,52870329
CCDC157,22,30356635,30378658
SPNS3,17,4433940,4488208
HPR,16,72063148,72077246
GPR141,7,37683796,37833788
AC044860.2,15,85178628,85178806
AC003956.1,19,15124160,15126174
GJD3,17,40360652,40364737
AC080112.2,17,40360655,40364693
AP003065.2,11,72689650,72695821
ILVBL,19,15114984,15125786
GSTA10P,6,52873014,52879940
STARD10,11,72754729,72793681
VMAC,19,5904872,5910853
ARHGAP31-AS1,3,119314293,119322760
FPR1,19,51745172,51804110
AC104819.3,4,151333775,151353224
RPL7AP2,14,39156742,39157852
AC118758.2,7,56805336,56808148
AC104532.2,19,5911578,5913899
CAPS,19,5912339,5916211
U52111.1,X,153735626,153766478
DHX38,16,72093613,72112912
CFAP97D1,17,43780435,43787620
SRPK3,X,153776412,153785732
ZNF649-AS1,19,51888025,51900463
AP003097.1,11,86195132,86196266
SF3A1,22,30331988,30356919
TCAF2,7,143620952,143730409
LINC02010,3,146921795,146927429
AFF2,X,148500617,149000663
AC092957.1,3,146909685,147370656
AC093689.2,CHR_HSCHR4_1_CTG6,34657606,34669432
EHMT2-AS1,6,31877808,31884204
RPL21P71,3,147276768,147277252
AP001059.2,21,44241847,44242081
AC003098.1,17,43782804,43784682
SLC6A20,3,45755449,45796536
HMGB1P9,2,218200434,218201388
SLC44A4,6,31863192,31879046
ZNF614,19,52012765,52030240
ELOCP24,X,155978992,155979325
AC104532.1,19,5904841,5914707
AC099313.1,16,80736360,80742305
TRPC6P,X,155985370,155986249
CDYL2,16,80597907,80804598
AL357075.4,6,154159828,154510114
RANBP3,19,5916139,5978142
AL357075.2,6,154477982,154479593
AL445220.1,6,154216931,154217489
NALCN-AS1,13,100708325,101059286
ARF4P3,13,100756551,100757059
LINC00411,13,100934023,100944553
HTATSF1P2,6,3023142,3023772
NQO2,6,2987987,3028869
NALCN,13,101053776,101416508
OPRM1,6,154010496,154246867
PPM1B,2,44167969,44244384
IRAK1BP1,6,78867551,78946440
ATL1,14,50532509,50634017
TCAF2C,7,143639230,143647646
AC073264.3,7,143620943,143645675
AC068193.1,2,58040211,58046700
AC007250.1,2,58241349,58241686
ZNF841,19,52064466,52095765
MASP2,1,11026523,11047239
AC004832.3,22,30409255,30428990
SPRR2A,1,153056120,153057512
AC092332.1,16,80627551,80628379
FAM160A1-DT,4,151407551,151408835
AP001059.1,21,44244545,44244993
FANCL,2,58159243,58241372
SAMHD1,20,36890229,36951843
MARVELD2,CHR_HSCHR5_2_CTG1_1,69415353,69444141
AC011468.1,19,52058490,52063703
SEC14L2,22,30396941,30425303
RPL21,13,27251309,27256691
AC011468.5,19,52049007,52049754
ZNF432,19,52031378,52095738
AC022149.1,19,14621634,14622242
SPRR2E,1,153093135,153106184
KIR2DL4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54803599,54814548
ZNF333,19,14689801,14733746
SYDE1,19,15107401,15114985
SPRR2C,1,153140491,153140709
AL109811.2,1,11029659,11030528
SPRR2B,1,153070224,153070840
SPRR2F,1,153112121,153113516
PHIP,6,78934419,79078254
AC135388.1,12,130047132,130048376
TARDBP,1,11012344,11025739
LINC02419,12,130070325,130072685
AC026336.4,12,130121925,130122974
AC026336.3,12,130138693,130140768
SPRR2G,1,153149582,153150890
TNFRSF21,6,47231532,47309905
AC011468.4,19,52110318,52110726
HSPB1P2,X,49233956,49234501
AL161636.1,1,153174518,153191676
CDC20B,5,55112995,55173175
LELP1,1,153203430,153205120
AC011468.3,19,52142626,52144156
AC011468.2,19,52130548,52171533
FZD10-AS1,12,130144315,130162256
AC010320.2,19,52171158,52177002
B3GNTL1P2,6,47368943,47369230
ZNF616,19,52113091,52139938
AL451166.1,6,47374561,47397398
AL355353.2,6,47477243,47477572
HDLBP,2,241227264,241317061
AC026336.5,12,130144954,130145691
PRR9,1,153217584,153219310
SNAI3-AS1,16,88663298,88687278
EHMT2,6,31879759,31897687
AL161636.2,1,153225080,153226006
KIR2DS4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54832771,54848624
SAPCD1-AS1,CHR_HSCHR6_MHC_DBB_CTG1,31746491,31747769
FZD10,12,130162459,130165740
KIR3DP1,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54786463,54790318
SAPCD1,CHR_HSCHR6_MHC_DBB_CTG1,31744980,31747032
RPL37P23,19,52143043,52143336
ZNF836,19,52153864,52171643
LORICRIN,1,153259687,153262124
PRRT1,CHR_HSCHR6_MHC_COX_CTG1,32096815,32102831
SNAI3,16,88677688,88686507
AC026336.1,12,130216807,130217157
PGLYRP3,1,153297862,153310718
SLC7A5P2,16,21519830,21520365
SMG1P3,16,21446683,21520444
AC245140.1,X,154333960,154335037
MTCO1P17,2,202614214,202614704
ATP5MGP7,17,42647834,42648143
ADGRE2,19,14732392,14778560
IRF8,16,85899162,85922606
HMGB3P27,17,42648178,42648738
MTCO2P17,2,202614853,202615529
AC109992.2,3,142465315,142472337
MTATP6P17,2,202615769,202616440
AC109992.1,3,142450102,142452149
ADGRB2,1,31727117,31764893
MTCO3P17,2,202616700,202617212
MTND3P17,2,202617284,202617627
ODF2,9,128455186,128501292
MTND4LP17,2,202617695,202617987
FAM222A-AS1,12,109734166,109773508
AC026336.2,12,130249679,130266725
MTND4P30,2,202617983,202618881
MRM1,17,36601583,36608964
PMFBP1,16,72112157,72176878
PPP2R1A,19,52190048,52229518
SNRPGP1,14,50571919,50572140
RPS12P20,11,72708186,72708565
ARAP1-AS1,11,72685075,72693808
SAV1,14,50632058,50668306
AP002381.2,11,72793624,72814054
ARAP1-AS2,11,72700474,72705607
FAM222A,12,109713825,109770495
CD2AP,6,47477789,47627263
AC006538.1,19,2727743,2729327
PPT2,CHR_HSCHR6_MHC_COX_CTG1,32101899,32112151
SLC39A3,19,2732204,2740028
PRRT1,CHR_HSCHR6_MHC_QBL_CTG1,32105963,32111974
AFF2-IT1,X,148546878,148547397
PPIAP54,17,40367952,40368438
AL356776.2,6,79077841,79081371
AC080112.3,17,40380666,40381838
AL356776.1,6,79067692,79068138
AL078644.2,1,185317779,185318530
GAPDHP35,16,28239693,28240668
AC243830.2,17,36634069,36634698
AC005954.1,19,3754620,3756659
AC243830.3,17,36684754,36685129
CSPG4P12,15,85191438,85213905
AC243830.1,17,36722443,36726346
AC138904.3,16,28258686,28292173
AC138904.1,16,28284885,28292064
TJP3,19,3708362,3750813
NPIPB3,16,21402237,21448567
RPS27P14,CHR_HSCHR5_2_CTG1_1,69469588,69469841
SBK1,16,28259246,28323849
TMEM183AP1,CHR_HSCHR6_MHC_APD_CTG1,29577561,29577850
AC044860.1,15,85180200,85234795
MAP4K5,14,50418501,50561126
DIRAS1,19,2714567,2721372
GABBR1,CHR_HSCHR6_MHC_APD_CTG1,29555714,29633284
LINC01011,6,2987967,2991173
OCLN,CHR_HSCHR5_2_CTG1_1,69492007,69556424
LILRB1-AS1,CHR_HSCHR19_4_CTG3_1,54643920,54647090
AC006538.4,19,2721710,2724517
NQO2-AS1,6,2989335,2999604
FAM160A1,4,151409176,151670503
AC006538.2,19,2717769,2740048
CCDC9B,15,40331452,40340967
LILRB1,CHR_HSCHR19_4_CTG3_1,54638682,54645767
EGFL8,CHR_HSCHR6_MHC_QBL_CTG1,32122191,32125889
NDUFAF6,8,94895767,95116455
AL358178.1,6,47562622,47563018
MYL1,2,210290150,210315174
GPX8,5,55160167,55167297
MTCO1P54,2,202619185,202619896
NIFKP8,15,85181210,85182083
SLC29A1,6,44219553,44234142
AL078644.1,1,185321157,185335039
YWHAZ,8,100916523,100953388
RAB33A,X,130171962,130184870
AC005632.6,16,21511635,21515131
CLIC1,CHR_HSCHR6_MHC_MANN_CTG1,31770035,31779217
MCRIP2P2,1,185435839,185436047
CD99P1,X,2609348,2657229
AL133383.4,1,185518651,185520986
AC142525.3,CHR_HSCHR5_2_CTG1_1,69477193,69502181
LHX1-DT,17,36861674,36936670
AL929302.2,X,16897651,16898521
AC138904.2,16,28341437,28341543
FAM24A,10,122910610,122913111
ZNF280C,X,130202707,130268899
TOP2A,17,40388525,40417896
NPIPB6,16,28342555,28363508
AL513043.1,6,63612761,63612903
LINC00102,X,2612988,2615347
RPL9P18,6,63615827,63616361
DNMT3L-AS1,21,44250813,44251520
CR936237.1,CHR_HSCHR6_MHC_APD_CTG1,31950783,31951076
DNMT3L,21,44246339,44262216
EHMT2,CHR_HSCHR6_MHC_APD_CTG1,31946781,31964716
SLC9A4,2,102473226,102533972
AC141424.1,17,404468,414023
TGFBR1,9,99104038,99154192
C17orf97,17,410325,431062
ASB18,2,236194872,236264409
SKIV2L,CHR_HSCHR6_MHC_DBB_CTG1,31941262,31951933
CITED1,X,72301638,72307187
GBX2,2,236165236,236168386
AC138894.3,16,28364700,28365333
NBPF6,1,108450282,108471002
AL845464.1,CHR_HSCHR6_MHC_QBL_CTG1,32111446,32129586
LANCL1,2,210431249,210477652
AC019068.1,2,236167447,236294927
TXNL4B,16,72044289,72094431
VRK2,2,57907629,58159920
AC010320.3,19,52222225,52231294
AL138830.2,6,114477350,114488752
AC010320.6,19,52241765,52242440
AL138830.1,6,114523443,114545335
AL118556.2,14,50448807,50456742
AL590550.1,6,114822994,115002280
AL118556.3,14,50471769,50472592
AL606834.1,14,50662511,50663178
AL606845.1,6,115358498,115358752
LINC02534,6,115633540,115643916
GSTA3,6,52896639,52909698
PPP1R2P10,13,63811014,63811608
POLRMT,19,617221,633537
AGPAT1,CHR_HSCHR6_MHC_QBL_CTG1,32125820,32135704
AC211476.4,7,72924418,72925125
MFFP2,5,149932014,149932668
AC004832.5,22,30420512,30420912
HCFC2,12,104064531,104106524
PDE6A,5,149857953,149944793
POM121,7,72879365,72951440
ZNF480,19,52297169,52325922
LHX1,17,36936785,36944612
AC009087.1,16,72084857,72087443
HP,16,72054505,72061055
AC231760.1,X,149056712,149057469
ERCC6L,X,72204657,72239027
AC231656.1,X,149414886,149415495
TRPV1,17,3565444,3609411
AC011815.1,18,35280867,35290201
LINC01350,1,185558371,185628944
AC010320.5,19,52300693,52345229
ZNF397,18,35241030,35267133
AC010320.4,19,52284780,52297920
ZNF610,19,52336243,52367778
OR2H2,CHR_HSCHR6_MHC_DBB_CTG1,29587411,29588994
TMEM183AP1,CHR_HSCHR6_MHC_DBB_CTG1,29577415,29577704
PIN4,X,72181353,72302926
AC243773.1,17,36940049,36943456
OR2H5P,CHR_HSCHR6_MHC_DBB_CTG1,29573865,29574792
AL445238.2,13,63814653,63825534
NSUN5P2,7,72947581,72954790
UBD,CHR_HSCHR6_MHC_DBB_CTG1,29555562,29559875
AC010247.2,19,42152569,42157523
AL445238.1,13,63832361,63833531
OR7E104P,13,63828840,63844125
RTRAFP2,5,95440044,95440687
GLUD1P9,X,111229889,111231061
FAM81B,5,95391366,95450454
RPL23AP75,17,40439467,40439917
AL392088.2,1,108495475,108501144
DDAH2,CHR_HSCHR6_MHC_MANN_CTG1,31766492,31770071
ST13P21,1,108502358,108503455
AL133383.3,1,185646463,185657168
SNTB2,CHR_HSCHR16_2_CTG3_1,69187122,69187739
AL392088.1,1,108508574,108509243
GSTA9P,6,52939726,52957521
DEDD2,19,42198598,42220140
RFLNB,17,439978,445939
LINC00355,13,63851197,64076044
BRD2,CHR_HSCHR6_MHC_DBB_CTG1,32955787,32959446
NFYAP1,13,63975451,63976422
ZNF766,19,52269587,52296046
AC068189.2,8,95039617,95042209
AC087752.1,8,94891239,94892107
AC004066.1,4,105540190,105552355
AC005954.2,19,3753840,3756517
NELFE,CHR_HSCHR6_MHC_DBB_CTG1,31934274,31941274
APBA3,19,3750772,3761692
KIR3DL2,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54850500,54867258
TPI1P3,6,116038756,116039495
EIF2D,1,206571292,206612465
CALB2,16,71358713,71390436
AL357141.1,6,116033901,116046753
RPS4X,X,72255679,72277248
FRK,6,115931149,116060891
ELOA,1,23743155,23762059
ZSCAN30,18,35251058,35290245
EGFL8,CHR_HSCHR6_MHC_COX_CTG1,32113054,32116752
SERPINA1,14,94376747,94390693
AL356481.2,9,128595893,128596633
WDR34,9,128633661,128656787
AL035423.1,X,130330857,130331069
ZNF880,19,52369917,52385795
IPCEF1,6,154154496,154356792
ZNF526,19,42220312,42228201
ELOA-AS1,1,23706901,23778296
AC011815.2,18,35268218,35270238
AL133500.1,X,72301691,72572843
AC011815.3,18,35257040,35257512
AC093496.1,3,14272373,14303845
DAZAP1,19,1407569,1435687
LINC01267,3,14348451,14352568
AC010332.1,19,52392659,52392755
RPS20P4,5,150021567,150021921
RP9P,7,32916815,32943176
TLDC2,20,36876121,36894235
ZNF528-AS1,19,52388842,52397783
SLC26A2,5,149960758,149993455
TMEM39A,3,119428949,119468830
TIGD6,5,149993118,150000654
AC009119.1,16,83789967,83807834
VTI1BP4,9,128650998,128652145
AC005798.1,4,15743196,15743582
AL356481.3,9,128630328,128631685
AC110611.1,4,55889743,55903177
AC083863.1,7,32951426,32951656
AC099506.1,16,82773319,82829638
EXOC1,4,55853648,55905086
AC244034.1,1,206528915,206529706
AC244034.3,1,206541758,206544892
ZNF528,19,52397849,52418412
AC011406.1,5,150014785,150015154
RASSF5,1,206507531,206589448
CDH13,16,82626965,83800640
AC011816.2,3,36973117,36973672
C16orf70,16,67109941,67148544
ADGRE3,19,14619117,14690027
ERF,19,42247569,42255128
PRADC1P1,3,36976316,36976840
HMGXB3,5,150000046,150053142
SPTAN1,9,128552558,128633662
NGDN,14,23469689,23509862
EPM2AIP1,3,36985043,36993131
WWC2,4,183099257,183320777
RIMS1,6,71886703,72403143
AL662828.1,CHR_HSCHR6_MHC_COX_CTG1,32102303,32120449
AC118758.3,7,56809214,56848800
GSK3A,19,42230190,42242625
LINC02136,16,71366933,71426464
AC010547.6,16,71420483,71421518
AL391415.1,6,38714051,38715217
AC025030.2,12,44244394,44263982
ZNF75BP,12,44008620,44010143
AC025030.1,12,44248432,44249004
CAPN6,X,111245099,111270483
TMEM117,12,43835967,44389762
AC092718.4,16,81030770,81031485
DPPA5P1,19,52425863,52426202
AC243660.2,CHR_HSCHR15_4_CTG8,28459418,28459575
HSD17B8,CHR_HSCHR6_MHC_MCF_CTG1,33375002,33377191
AC092718.7,16,80982319,80984094
AC243660.7,CHR_HSCHR15_4_CTG8,28461979,28470930
AL132639.3,14,39174885,39175880
AC092718.6,16,81069854,81076598
ZNF534,19,52429187,52452315
AC243660.5,CHR_HSCHR15_4_CTG8,28475678,28478612
AC092718.8,16,81022316,81096284
PNN,14,39175183,39183220
AC092718.3,16,81053587,81096296
PPT2,CHR_HSCHR6_MHC_QBL_CTG1,32111042,32121288
GOLGA8F,CHR_HSCHR15_4_CTG8,28491516,28504915
LANCL1-AS1,2,210324759,210469246
IKZF5,10,122990807,123008812
AC092718.1,16,81077319,81078861
AC092718.5,16,81055301,81056426
ARLNC1,16,80826074,80892682
ITGA2B,17,44372180,44389649
RNF112,17,19411125,19417276
AL359076.1,9,2041900,2046023
NPRL2,3,50347330,50350826
HSD17B7,1,162790702,162812817
KIF14,1,200551497,200620751
C10orf88,10,122930901,122954311
AC006486.1,19,42234583,42255132
AC006486.2,19,42242775,42244973
AC015853.3,17,523140,540576
AC027455.1,17,616002,616595
SMARCA2,9,1980290,2193624
VPS53,17,508668,721717
IQCA1,2,236324147,236507535
AC010332.3,19,52453580,52458836
CRHBP,5,76953045,76981158
AC010332.2,19,52473336,52475239
IL9R,X,155997581,156010817
ZNF578,19,52453553,52516882
SFR1,10,104122058,104126385
PSTK,10,122954381,122997513
AC022150.3,19,52511282,52512342
AC118758.1,7,56875385,56882146
AC069152.1,7,56940341,56944353
TNRC18P3,7,56991888,57009149
AL392003.2,1,162824795,162849467
CCDC190,1,162824458,162868815
ZNF271P,18,35290282,35328390
AC022149.2,19,14628599,14628801
RNF166,16,88696499,88706408
AC009063.1,16,83725676,83726377
AC116447.1,18,35317396,35317848
AC009063.4,16,83710179,83717898
AC004448.3,17,19411786,19413118
AC009063.3,16,83687779,83707811
AC099506.3,16,82816831,82832997
ZNF808,19,52527652,52564464
AC009063.2,16,83720402,83772974
PCLO,7,82754012,83162930
TLE7,16,71429980,71442054
EFNB1,X,68829021,68842160
AC027176.2,15,89876540,89877285
ARPIN,15,89895006,89912952
PYGM,11,64746389,64759974
AL392003.1,1,162979551,162979793
STK10,5,172042079,172188224
AC010547.5,16,71443055,71443856
AC099506.2,16,82727474,82727694
DDX11L16,X,156025664,156027877
AC009142.1,16,83383007,83398170
WASIR1,X,156014623,156016837
B3GNT9,16,67148104,67150998
FKBP9,7,32957404,33006930
AC125793.1,16,82953230,82990298
AL109811.3,1,11012662,11030528
PAFAH1B3,19,42297033,42303546
WASH6P,X,156020826,156025710
ATF7IP,12,14365632,14502935
ABCB10P3,CHR_HSCHR15_4_CTG8,28515677,28517839
AC243660.9,CHR_HSCHR15_4_CTG8,28529259,28529484
AC243660.3,CHR_HSCHR15_4_CTG8,28535031,28535183
AC243660.4,CHR_HSCHR15_4_CTG8,28540731,28540883
AC243660.6,CHR_HSCHR15_4_CTG8,28546431,28546583
AC243913.3,CHR_HSCHR15_4_CTG8,28552131,28552283
AC122718.2,5,61347126,61347716
RPL3P6,5,61390668,61391871
AC243913.12,CHR_HSCHR15_4_CTG8,28557827,28557979
RASL11A,13,27270830,27275192
AC122718.1,5,61375112,61375855
AC243913.6,CHR_HSCHR15_4_CTG8,28563475,28563679
ZSWIM6,5,61332258,61546172
AL121969.1,6,52970650,52970866
AC243913.11,CHR_HSCHR15_4_CTG8,28585644,28585769
DYRK3-AS1,1,206634196,206635714
AC243913.7,CHR_HSCHR15_4_CTG8,28596172,28599296
AC243585.1,17,37649133,37650894
RPL39P34,19,52564076,52564231
AC243585.2,17,37609739,37613841
AC243913.4,CHR_HSCHR15_4_CTG8,28614840,28614963
ARPIN-AP3S2,15,89834308,89912882
GOLGA6L3,15,85240472,85247170
AC243571.2,17,37642947,37684252
AC243913.2,CHR_HSCHR15_4_CTG8,28636485,28636692
ZNF701,19,52555457,52587174
GCSH,16,81081945,81096395
ABCB10P4,CHR_HSCHR15_4_CTG8,28648137,28650318
DYRK3,1,206635536,206684419
DDX52,17,37609739,37643446
CTAGE6,7,143755089,143757696
CLDN22,4,183318194,183320774
LINC01079,13,27373348,27374366
IGFBP4,17,40443450,40457725
WWC2-AS1,4,183233628,183240634
TCAF2P1,7,143800732,143817973
AC099548.1,7,143796295,143796720
AC099548.2,7,143761790,143836933
AC018629.1,17,40473554,40475289
AC093915.1,2,236367560,236369102
PRR19,19,42302098,42310821
AP3S2,15,89830599,89894638
RPL3P5,2,236407846,236409077
IQCA1-AS1,2,236391074,236392388
AP001619.2,21,41870633,41872054
GJC2,1,228149930,228159826
PAICSP6,7,143782667,143784284
CIC,19,42268537,42295797
ITPRID2,2,181891730,181930738
AL162427.1,9,99183373,99184891
AC022150.1,19,52575883,52585561
IBA57-DT,1,228164086,228165512
AC138028.3,16,88696501,88698610
PRDM15,21,41798225,41879482
PTMS,12,6765516,6770952
XIRP2,2,166888480,167259753
FAM117B,2,202634969,202769757
POGLUT1,3,119468963,119494708
GNL3L,X,54530183,54621521
AL050331.2,6,116244187,116244728
AC103703.1,17,44486153,44486815
NIP7P3,6,116137058,116137572
ARHGEF38,4,105552620,105708093
COL10A1,6,116118909,116158747
GPATCH8,17,44395281,44503430
CCNI,4,77047155,77075989
AJ271736.1,X,156004218,156022236
AC022150.4,19,52650437,52653284
ZNF137P,19,52588505,52597345
LCTL,15,66547179,66565979
CNKSR3,6,154387515,154510685
AC243591.1,X,153028785,153030148
AC243428.1,X,153052150,153052413
AC018628.3,17,62035944,62040352
MED13,17,61942605,62065278
ZNF83,19,52594060,52690496
SLCO1C1,12,20695355,20753386
NT5DC1,6,116100851,116249497
TNFAIP8,5,119268692,119399688
ENO1-AS1,1,8878835,8879894
MPP3,17,43800799,43833170
AL513122.2,9,121279863,121282730
ENO1,1,8861000,8879190
MAP7D3,X,136213220,136256482
AC092123.1,16,89492017,89504460
MLF2,12,6747996,6767475
AC092718.2,16,81016792,81035759
GSN,9,121207794,121332843
INTS12,4,105682627,105895986
AC009070.1,16,80828736,81006894
PNMA3,X,153056409,153060467
SPG7,16,89490719,89557766
CMC2,16,80966448,81020270
AC025253.1,12,44498616,44499158
AC025253.2,12,44499961,44503596
RPL7P17,4,77082403,77083126
AC104771.1,4,77112495,77113458
AC079799.1,7,83355154,83362266
KRT38,17,41436154,41440983
OR2H2,CHR_HSCHR6_MHC_APD_CTG1,29587555,29589138
CLPTM1L,CHR_HSCHR5_3_CTG1,1318299,1345099
UBD,CHR_HSCHR6_MHC_APD_CTG1,29555714,29560028
ALG2,9,99216425,99221942
HLA-Z,CHR_HSCHR6_MHC_MANN_CTG1,33050172,33050246
RING1,CHR_HSCHR6_MHC_MCF_CTG1,33378855,33383082
PNMA6A,X,153072454,153075019
RPL13AP,CHR_HSCHR6_MHC_APD_CTG1,29582609,29583126
OR2H5P,CHR_HSCHR6_MHC_APD_CTG1,29574010,29574937
AC018628.2,17,62003700,62007518
PNMA6B,X,153075769,153076968
LINC01180,17,44646364,44650349
KRT43P,17,41448183,41454055
SMCO4P1,17,44645411,44645587
FZD2,17,44557484,44561262
EFCAB9,5,172194172,172203454
PGLYRP4,1,153330120,153348841
AC152010.1,X,153122145,153128323
ZWILCH,15,66504959,66550130
AC091152.3,17,44596346,44597344
MAGEA1,X,153179284,153183880
UBTD2,5,172209646,172283764
TMEM115,3,50354750,50359521
KRT32,17,41459811,41467429
AIP,11,67483026,67491103
MTA1,14,105419820,105470729
KLF3P1,5,172254418,172255439
AC022150.2,19,52597699,52598887
IBA57,1,228165804,228182257
POLRMTP1,17,62136972,62140639
Z84492.1,3,50365334,50368197
AC236972.2,X,153203044,153205534
AC236972.3,X,153225649,153230357
SGTA,19,2754715,2783282
SLC29A4P1,7,57014285,57020273
PRKAA1,5,40759379,40798374
PHKG1P4,7,57060590,57061301
AC122133.1,7,57067950,57074664
KRT35,17,41476689,41481140
ZNF70P1,CHR_HSCHR6_MHC_MCF_CTG1,33386065,33386688
AL512637.1,1,247042791,247044021
AL512637.2,1,247015068,247017291
RPL7AP33,5,173225836,173226423
ZNF670-ZNF695,1,246945547,247078811
ZNF611,19,52702813,52735073
ZNF479,7,57119614,57139864
Z84492.2,3,50350892,50367923
NKX2-5,5,173232109,173235311
AC027796.1,17,3601761,3602272
ZNF670,1,247034637,247078811
AC027796.3,17,3585149,3636249
AC236972.1,X,153249115,153249691
SOX18,20,64047582,64049639
NCAPH2,22,50508224,50524780
AC236972.4,X,153271618,153277803
PNMA6F,X,153317680,153321767
SHPK,17,3608240,3636250
AC099654.2,7,57147986,57150347
AC099654.15,7,57140112,57153836
ZNF275,X,153334147,153360110
IRS3P,7,100570131,100571136
ZNF695,1,246945547,247008093
AC027796.2,17,3619256,3619913
AC027796.5,17,3577955,3578853
HLA-DMA,CHR_HSCHR6_MHC_MANN_CTG1,33102388,33124507
PHGR1,15,40351033,40356434
AC103858.3,15,81315806,81321258
STARD5,15,81309053,81324183
AL020993.1,22,38231320,38232248
AC152007.1,X,153355733,153355956
TTTY13,Y,21565092,21605081
TMEM184B,22,38219291,38273010
ELOCP5,Y,21631683,21632015
KRT36,17,41486136,41492546
CDY10P,Y,21637475,21639041
AC073352.1,3,119497678,119498181
DISP2,15,40358219,40378621
AC005821.1,17,62699244,62754973
AC074011.1,2,28633282,28664540
AC005821.2,17,62789109,62791765
SNRPGP7,2,28460256,28460361
TCAF1,7,143851375,143902198
MARCHF10,17,62701314,62808344
NPNT,4,105894775,106004027
PLB1,2,28457145,28644142
AC013356.4,15,40368925,40369640
IL16,15,81159575,81314058
ARMC6,19,19033575,19060311
IDH1-AS1,2,208255247,208256181
SLC9A2,2,102619553,102711355
AC053481.3,17,62231470,62247153
TMEM145,19,42313309,42325064
AC053481.4,17,62260634,62261936
IDH1,2,208236227,208266074
SH3PXD2B,5,172325000,172454525
BX908719.1,CHR_HSCHR6_MHC_MANN_CTG1,33124094,33124608
HLA-DMB,CHR_HSCHR6_MHC_MANN_CTG1,33088404,33106898
KRT8P34,17,39835037,39836080
AC090844.1,17,39839369,39839524
C16orf46,16,81053497,81077267
SEC61B,9,99222064,99230615
AC004449.1,19,637105,637537
AC092601.1,2,166889502,166889884
XIRP2-AS1,2,167123904,167140955
IKZF3,17,39757718,39864312
FGF22,19,639879,644371
REPS2,X,16946658,17153272
ZNF600,19,52749942,52786807
CENPN,16,81006498,81033114
BTG3,21,17593653,17612945
AL354719.1,6,63797189,63798031
AL023803.3,20,38962472,38962993
NPM1P19,20,38977711,38978422
DHX35,20,38962299,39039723
PHF3,6,63635802,63779336
RNF126,19,647526,663233
ARPC2,2,218217141,218254356
AL132639.1,14,39211781,39212255
AC099654.6,7,57163168,57166024
YTHDF2P1,14,39215065,39216335
AC099654.7,7,57167200,57167880
MTCO3P10,7,57167880,57168651
AC099654.12,7,57167039,57167245
MEGF8,19,42325609,42378769
AC099654.5,7,57168725,57169074
MTND4LP32,7,57169143,57169412
BRD2,CHR_HSCHR6_MHC_MANN_CTG1,33122451,33135290
GTF3A,13,27424619,27435823
MTND4P4,7,57169406,57170771
AL031005.2,1,21177054,21178164
MTND5P6,7,57170974,57172771
MTND6P29,7,57172772,57173283
MTCYBP29,7,57173357,57174362
GUSBP10,7,57177409,57180052
TREML4,6,41228339,41238882
MTND1P4,7,57185788,57186202
STC2,5,173314713,173329503
VPS8,3,184812143,185052614
TBC1D3P2,17,62264705,62275655
BTG3-AS1,21,17611744,17633199
AC004448.1,17,19457080,19458399
LINC02094,17,19419035,19424357
PPP1R3F,X,49269793,49301461
AC004448.2,17,19417769,19492991
AC011407.1,5,172479274,172536444
CBX1P2,X,17099782,17100239
LINC01944,5,172543403,172559202
GUCY2C,12,14612632,14696599
ZNF320,19,52860851,52897693
AC027309.3,5,172609094,172609444
AC053481.2,17,62282702,62297026
AC106795.6,CHR_HSCHR5_3_CTG5,177870853,177871194
TREML5P,6,41247369,41249649
AL627095.1,1,247085389,247086067
AL391903.2,6,41250851,41251097
AL391903.3,6,41252696,41252858
RPS2P46,17,19445970,19446852
EIF3CL,16,28379579,28403841
POFUT1,20,32207880,32238658
HSBP1,16,83807978,83819737
AL391903.1,6,41269875,41270239
NEURL1B,5,172641263,172691540
TREM1,6,41267926,41286682
OR9H1P,1,247770169,247779524
AC232271.3,X,49262866,49270521
OR14A16,1,247814660,247824119
CD38,4,15778275,15853232
OBSCN-AS1,1,228203503,228213664
HSD17B7P1,1,247827486,247828502
AC232271.1,X,49273054,49275768
OR6R1P,1,247833349,247834288
AC232271.2,X,49279677,49281440
U62317.2,22,50523926,50524780
OR11L1,1,247840928,247841896
FOXP3,X,49250438,49270477
CCDC50,3,191329085,191398659
